repeat,tick,warmup,phase,cpu_ms
1,130,false,rally,0.004124879837036133
1,131,false,rally,0.0031249523162841797
1,132,false,rally,0.002833843231201172
1,133,false,rally,0.003041982650756836
1,134,false,rally,0.002791166305541992
1,135,false,rally,0.0031659603118896484
1,136,false,rally,0.0028340816497802734
1,137,false,rally,0.002917051315307617
1,138,false,rally,0.0027921199798583984
1,139,false,rally,0.0029158592224121094
1,140,false,rally,0.0028748512268066406
1,141,false,rally,0.002875089645385742
1,142,false,rally,0.002875089645385742
1,143,false,rally,0.27345800399780273
1,144,false,rally,0.44716596603393555
1,145,false,rally,0.005958080291748047
1,146,false,rally,0.002708911895751953
1,147,false,rally,0.0022079944610595703
1,148,false,rally,0.0021250247955322266
1,149,false,rally,0.0020411014556884766
1,150,false,rally,0.002042055130004883
1,151,false,rally,0.0019578933715820312
1,152,false,rally,0.002541065216064453
1,153,false,rally,0.0019998550415039062
1,154,false,rally,0.0019588470458984375
1,155,false,rally,0.0019168853759765625
1,156,false,rally,0.0019578933715820312
1,157,false,rally,0.001959085464477539
1,158,false,rally,0.001917123794555664
1,159,false,rally,0.0019161701202392578
1,160,false,rally,0.0019578933715820312
1,161,false,rally,0.0019168853759765625
1,162,false,rally,0.0025000572204589844
1,163,false,rally,0.003000020980834961
1,164,false,rally,0.002042055130004883
1,165,false,rally,0.0019168853759765625
1,166,false,rally,0.0019578933715820312
1,167,false,rally,0.002000093460083008
1,168,false,rally,0.001917123794555664
1,169,false,rally,0.0019168853759765625
1,170,false,point,0.06054186820983887
1,171,false,point,0.0034580230712890625
1,172,false,point,0.0017080307006835938
1,173,false,point,0.0015840530395507812
1,174,false,point,0.0015828609466552734
1,175,false,point,0.0015420913696289062
1,176,false,point,0.0015001296997070312
1,177,false,point,0.0015411376953125
1,178,false,point,0.0015420913696289062
1,179,false,point,0.0015840530395507812
1,180,false,point,0.0015838146209716797
1,181,false,point,0.0015418529510498047
1,182,false,point,0.0014998912811279297
1,183,false,point,0.0015001296997070312
1,184,false,point,0.0015411376953125
1,185,false,point,0.0015001296997070312
1,186,false,point,0.0015001296997070312
1,187,false,point,0.0014998912811279297
1,188,false,point,0.0014998912811279297
1,189,false,point,0.0015411376953125
1,190,false,point,0.0014998912811279297
1,191,false,point,0.0014998912811279297
1,192,false,point,0.0015838146209716797
1,193,false,point,0.0015001296997070312
1,194,false,point,0.0015001296997070312
1,195,false,point,0.0015408992767333984
1,196,false,point,0.0014998912811279297
1,197,false,point,0.0015001296997070312
1,198,false,point,0.0015001296997070312
1,199,false,point,0.0014998912811279297
1,200,false,point,0.0014998912811279297
1,201,false,point,0.0015001296997070312
1,202,false,point,0.0014998912811279297
1,203,false,point,0.0014998912811279297
1,204,false,point,0.0014579296112060547
1,205,false,point,0.0015408992767333984
1,206,false,point,0.0015001296997070312
1,207,false,point,0.0014581680297851562
1,208,false,point,0.0014998912811279297
1,209,false,point,0.001667022705078125
1,210,false,point,0.0015828609466552734
1,211,false,point,0.0014998912811279297
1,212,false,point,0.0015001296997070312
1,213,false,point,0.0015840530395507812
1,214,false,point,0.0014998912811279297
1,215,false,point,0.0015418529510498047
1,216,false,point,0.0014998912811279297
1,217,false,point,0.0015840530395507812
1,218,false,point,0.0015001296997070312
1,219,false,point,0.00162506103515625
1,220,false,point,0.00162506103515625
1,221,false,point,0.0015001296997070312
1,222,false,point,0.0015418529510498047
1,223,false,point,0.0016248226165771484
1,224,false,point,0.0016660690307617188
1,225,false,point,0.0016248226165771484
1,226,false,point,0.0014998912811279297
1,227,false,point,0.0017910003662109375
1,228,false,point,0.001667022705078125
1,229,false,point,0.0014998912811279297
1,230,false,rally,0.0067501068115234375
1,231,false,rally,0.005541086196899414
1,232,false,rally,0.0024170875549316406
1,233,false,rally,0.002000093460083008
1,234,false,rally,0.0020830631256103516
1,235,false,rally,0.001959085464477539
1,236,false,rally,0.001958131790161133
1,237,false,rally,0.0019578933715820312
1,238,false,rally,0.0019168853759765625
1,239,false,rally,0.0018749237060546875
1,240,false,rally,0.0019578933715820312
1,241,false,rally,0.001917123794555664
1,242,false,rally,0.12074995040893555
1,243,false,rally,0.0030829906463623047
1,244,false,rally,0.0021669864654541016
1,245,false,rally,0.0019998550415039062
1,246,false,rally,0.00208282470703125
1,247,false,rally,0.002583026885986328
1,248,false,rally,0.0019161701202392578
1,249,false,rally,0.001959085464477539
1,250,false,rally,0.002000093460083008
1,251,false,rally,0.001958131790161133
1,252,false,rally,0.002000093460083008
1,253,false,rally,0.0019578933715820312
